Heatmap_variant	Dimension	Item_1	Item_2	Item_1_accession	Item_2_accession	Distance	Item_1_cluster_order	Item_2_cluster_order	Distance_method	Scaling_normalisation	Linkage_method
clustered	rows (strains)	C5845	H820	GCA_050506905.1	GCA_050469755.1	0.6153846153846154	38	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1545	H820	GCA_050506915.1	GCA_050469755.1	0.8333333333333334	5	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1544	H820	GCA_050506925.1	GCA_050469755.1	0.8333333333333334	4	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1542	H820	GCA_050506935.1	GCA_050469755.1	0.8333333333333334	3	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1538	H820	GCA_050506985.1	GCA_050469755.1	0.8333333333333334	2	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1335	H820	GCA_050506995.1	GCA_050469755.1	0.6666666666666666	18	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1337	H820	GCA_050507065.1	GCA_050469755.1	0.6666666666666666	17	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1469	H820	GCA_050507075.1	GCA_050469755.1	0.4	64	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1468	H820	GCA_050507105.1	GCA_050469755.1	0.4	63	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5822	H820	GCA_050516645.1	GCA_050469755.1	0.875	35	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5819	H820	GCA_050516655.1	GCA_050469755.1	0.875	36	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6697	H820	GCA_050516665.1	GCA_050469755.1	0.8	50	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6696	H820	GCA_050516675.1	GCA_050469755.1	0.7142857142857143	27	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	UMB6935B	H820	GCF_049262565.1	GCA_050469755.1	0.8571428571428571	34	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5245	H820	GCF_053117575.1	GCA_050469755.1	0.6666666666666666	56	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5410	H820	GCF_053117585.1	GCA_050469755.1	0.7	70	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5034	H820	GCF_053117655.1	GCA_050469755.1	0.7777777777777778	49	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	H820	GCF_053117665.1	GCA_050469755.1	0.8	51	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	H820	GCF_053117675.1	GCA_050469755.1	0.8125	45	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	H820	GCF_053117685.1	GCA_050469755.1	0.6666666666666666	55	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	H820	GCF_053117695.1	GCA_050469755.1	0.625	32	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	H820	GCF_053117705.1	GCA_050469755.1	0.6666666666666666	54	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	H820	GCF_906464925.1	GCA_050469755.1	0.6	72	59	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	H815	GCA_029011255.1	GCA_050471105.1	0.5	11	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	H815	GCA_029011395.1	GCA_050471105.1	0	25	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	H815	GCA_029011535.1	GCA_050471105.1	1	33	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	H815	GCA_029011745.1	GCA_050471105.1	0.5	1	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	H815	GCA_050469755.1	GCA_050471105.1	0.6666666666666666	59	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	H815	GCA_050471105.1	GCA_050471105.1	0	26	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	H815	GCA_050472745.1	GCA_050471105.1	0.8	66	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	H815	GCA_050472755.1	GCA_050471105.1	0.7142857142857143	71	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	H815	GCA_050473345.1	GCA_050471105.1	0.5	12	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	H815	GCA_050473355.1	GCA_050471105.1	0	24	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	H815	GCA_050473905.1	GCA_050471105.1	0.8181818181818182	62	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	H815	GCA_050474485.1	GCA_050471105.1	0.5	10	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1472	H815	GCA_050474495.1	GCA_050471105.1	0.6666666666666666	60	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1336	H815	GCA_050475565.1	GCA_050471105.1	0.6666666666666666	61	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1329	H815	GCA_050475575.1	GCA_050471105.1	0.5	31	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1321	H815	GCA_050476085.1	GCA_050471105.1	0.5	9	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8814	H815	GCA_050480515.1	GCA_050471105.1	0	23	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8810	H815	GCA_050481105.1	GCA_050471105.1	0	22	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2195	H815	GCA_050481115.1	GCA_050471105.1	0	21	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2194	H815	GCA_050481685.1	GCA_050471105.1	0	20	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1225	H815	GCA_050481695.1	GCA_050471105.1	0.8947368421052632	41	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1224	H815	GCA_050482265.1	GCA_050471105.1	0.8947368421052632	42	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8816	H815	GCA_050485045.1	GCA_050471105.1	0.8571428571428571	43	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8811	H815	GCA_050485055.1	GCA_050471105.1	0.8333333333333334	44	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2198	H815	GCA_050485625.1	GCA_050471105.1	0.8888888888888888	40	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2196	H815	GCA_050485635.1	GCA_050471105.1	0.8823529411764706	39	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1228	H815	GCA_050486705.1	GCA_050471105.1	0.75	48	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1226	H815	GCA_050486715.1	GCA_050471105.1	0.3333333333333333	14	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1576	H815	GCA_050491675.1	GCA_050471105.1	0.7777777777777778	52	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1574	H815	GCA_050491685.1	GCA_050471105.1	0.7777777777777778	53	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1552	H815	GCA_050492125.1	GCA_050471105.1	0.8	67	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1551	H815	GCA_050492135.1	GCA_050471105.1	0.8	65	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H797	H815	GCA_050505635.1	GCA_050471105.1	0.75	46	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H813	H815	GCA_050505645.1	GCA_050471105.1	0.75	47	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6489	H815	GCA_050506665.1	GCA_050471105.1	0.5	15	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6504	H815	GCA_050506675.1	GCA_050471105.1	0.5	16	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5882	H815	GCA_050506685.1	GCA_050471105.1	0.3333333333333333	29	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5881	H815	GCA_050506695.1	GCA_050471105.1	0.3333333333333333	30	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	H815	GCA_050506725.1	GCA_050471105.1	0.5	8	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	H815	GCA_050506735.1	GCA_050471105.1	0.5	7	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	H815	GCA_050506745.1	GCA_050471105.1	0.8461538461538461	68	26	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
