Genome_1,Genome_2,AMR_Jaccard_distance,AMR_Jaccard_similarity,Nine_locus_patristic_distance,ST_pair_evaluable,ST_relationship,Source_relationship,Study_relationship
GCA_050506935.1,GCA_050506815.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050516665.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050507065.1,0.5,0.5,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCF_053117575.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Different source,Different study
GCA_050506935.1,GCA_050506995.1,0.5,0.5,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCF_053117655.1,0.8,0.19999999999999996,0.018488673500000004,TRUE,Different ST,Different source,Different study
GCA_050506935.1,GCA_050506685.1,0.6666666666666667,0.33333333333333326,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050516675.1,0.6666666666666667,0.33333333333333326,0.018578641700000002,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050485055.1,0.9166666666666666,0.08333333333333337,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050506675.1,0.75,0.25,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCF_053117585.1,0.8571428571428572,0.1428571428571428,0.017127011500000004,TRUE,Different ST,Different source,Different study
GCA_050506935.1,GCA_050506865.1,0.8333333333333334,0.16666666666666663,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050506665.1,0.75,0.25,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050505635.1,0.875,0.125,0.0172196143,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050505645.1,0.875,0.125,0.017219608900000002,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050486715.1,0.6666666666666667,0.33333333333333326,0.0172160948,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506935.1,GCA_050491675.1,0.8888888888888888,0.11111111111111116,0.018297651500000005,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050491685.1,0.8888888888888888,0.11111111111111116,0.018297651500000005,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCF_053117675.1,0.9230769230769231,0.07692307692307687,0.018204123600000004,TRUE,Different ST,Different source,Different study
GCA_050506935.1,GCA_050472755.1,0.8571428571428572,0.1428571428571428,0.0202641202,TRUE,Different ST,Same source,Same study
GCA_050506935.1,GCA_050506875.1,0.6666666666666667,0.33333333333333326,0.022967178400000007,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050476085.1,0,1,0.003051729,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050473355.1,0.5,0.5,0.0036310245000000002,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050473345.1,0,1,0.004012791700000001,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_049262565.1,0.5,0.5,0.0066591771,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050474485.1,0,1,0.0074975435,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050485635.1,0.9444444444444444,0.05555555555555558,0.0090214816,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506925.1,GCA_050469755.1,0.8333333333333334,0.16666666666666663,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050507105.1,0.9,0.09999999999999998,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050481695.1,0.9473684210526316,0.05263157894736836,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050473905.1,0.9090909090909091,0.09090909090909094,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050507075.1,0.9,0.09999999999999998,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050482265.1,0.9473684210526316,0.05263157894736836,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050492135.1,0.9,0.09999999999999998,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050492125.1,0.9,0.09999999999999998,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506745.1,0.9411764705882353,0.05882352941176472,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506755.1,0.9285714285714286,0.0714285714285714,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050485045.1,0.9285714285714286,0.0714285714285714,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050472745.1,0.9,0.09999999999999998,0.013014545599999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050485625.1,0.9444444444444444,0.05555555555555558,0.0131068279,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506885.1,0.9166666666666666,0.08333333333333337,0.0161357799,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050474495.1,0.8333333333333334,0.16666666666666663,0.016889680900000002,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506905.1,0.9166666666666666,0.08333333333333337,0.016889680900000002,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_053117695.1,0.8,0.19999999999999996,0.0158480599,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050471105.1,0.5,0.5,0.0158845027,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050481115.1,0.5,0.5,0.0158845027,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050481685.1,0.5,0.5,0.0158845027,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050481105.1,0.5,0.5,0.0158845027,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050480515.1,0.5,0.5,0.0158859481,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050486705.1,0.875,0.125,0.0157929208,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506725.1,0,1,0.015889356499999997,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506735.1,0,1,0.015889356499999997,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_053117665.1,0.8333333333333334,0.16666666666666663,0.015983969599999995,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050506765.1,0.6666666666666667,0.33333333333333326,0.017264191499999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506825.1,0.5,0.5,0.0171704814,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050516645.1,0.6666666666666667,0.33333333333333326,0.017949160699999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050516655.1,0.6666666666666667,0.33333333333333326,0.017949160699999998,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050475575.1,0.75,0.25,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_053117685.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCF_053117705.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050506695.1,0.6666666666666667,0.33333333333333326,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506815.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050516665.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050507065.1,0.5,0.5,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_053117575.1,0.8333333333333334,0.16666666666666663,0.018488673500000004,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050506995.1,0.5,0.5,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_053117655.1,0.8,0.19999999999999996,0.018488673500000004,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050506685.1,0.6666666666666667,0.33333333333333326,0.018488673500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050516675.1,0.6666666666666667,0.33333333333333326,0.018578641700000002,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050485055.1,0.9166666666666666,0.08333333333333337,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506675.1,0.75,0.25,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_053117585.1,0.8571428571428572,0.1428571428571428,0.017127011500000004,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050506865.1,0.8333333333333334,0.16666666666666663,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506665.1,0.75,0.25,0.017127011500000004,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050505635.1,0.875,0.125,0.0172196143,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050505645.1,0.875,0.125,0.017219608900000002,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050486715.1,0.6666666666666667,0.33333333333333326,0.0172160948,FALSE,ST comparison unavailable,Same source,Same study
GCA_050506925.1,GCA_050491675.1,0.8888888888888888,0.11111111111111116,0.018297651500000005,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050491685.1,0.8888888888888888,0.11111111111111116,0.018297651500000005,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCF_053117675.1,0.9230769230769231,0.07692307692307687,0.018204123600000004,TRUE,Different ST,Different source,Different study
GCA_050506925.1,GCA_050472755.1,0.8571428571428572,0.1428571428571428,0.0202641202,TRUE,Different ST,Same source,Same study
GCA_050506925.1,GCA_050506875.1,0.6666666666666667,0.33333333333333326,0.022967178400000007,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050473355.1,0.5,0.5,5.850843e-4,TRUE,Same ST,Same source,Same study
GCA_050476085.1,GCA_050473345.1,0,1,9.668515e-4,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_049262565.1,0.5,0.5,0.0036132368999999996,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050474485.1,0,1,0.0044516033,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050485635.1,0.9444444444444444,0.05555555555555558,0.005975541399999999,FALSE,ST comparison unavailable,Same source,Same study
GCA_050476085.1,GCA_050469755.1,0.8333333333333334,0.16666666666666663,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050507105.1,0.9,0.09999999999999998,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050481695.1,0.9473684210526316,0.05263157894736836,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050473905.1,0.9090909090909091,0.09090909090909094,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050507075.1,0.9,0.09999999999999998,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050482265.1,0.9473684210526316,0.05263157894736836,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050492135.1,0.9,0.09999999999999998,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050492125.1,0.9,0.09999999999999998,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506745.1,0.9411764705882353,0.05882352941176472,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506755.1,0.9285714285714286,0.0714285714285714,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050485045.1,0.9285714285714286,0.0714285714285714,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050472745.1,0.9,0.09999999999999998,0.009968605399999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050485625.1,0.9444444444444444,0.05555555555555558,0.010060887699999998,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506885.1,0.9166666666666666,0.08333333333333337,0.013089839699999998,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050474495.1,0.8333333333333334,0.16666666666666663,0.013843740699999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506905.1,0.9166666666666666,0.08333333333333337,0.013843740699999997,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_053117695.1,0.8,0.19999999999999996,0.0128021197,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050471105.1,0.5,0.5,0.012838562500000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050481115.1,0.5,0.5,0.012838562500000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050481685.1,0.5,0.5,0.012838562500000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050481105.1,0.5,0.5,0.012838562500000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050480515.1,0.5,0.5,0.012840007900000002,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050486705.1,0.875,0.125,0.0127469806,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506725.1,0,1,0.0128434163,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506735.1,0,1,0.0128434163,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_053117665.1,0.8333333333333334,0.16666666666666663,0.012938029400000002,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050506765.1,0.6666666666666667,0.33333333333333326,0.014218251300000002,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506825.1,0.5,0.5,0.014124541200000002,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050516645.1,0.6666666666666667,0.33333333333333326,0.014903220500000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050516655.1,0.6666666666666667,0.33333333333333326,0.014903220500000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050475575.1,0.75,0.25,0.015442733299999999,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_053117685.1,0.8333333333333334,0.16666666666666663,0.015442733299999999,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCF_053117705.1,0.8333333333333334,0.16666666666666663,0.015442733299999999,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050506695.1,0.6666666666666667,0.33333333333333326,0.015442733299999999,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506815.1,0.8333333333333334,0.16666666666666663,0.015442733299999999,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050516665.1,0.8333333333333334,0.16666666666666663,0.015442733299999999,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050507065.1,0.5,0.5,0.015442733299999999,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_053117575.1,0.8333333333333334,0.16666666666666663,0.015442733299999999,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050506995.1,0.5,0.5,0.015442733299999999,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_053117655.1,0.8,0.19999999999999996,0.015442733299999999,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050506685.1,0.6666666666666667,0.33333333333333326,0.015442733299999999,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050516675.1,0.6666666666666667,0.33333333333333326,0.015532701500000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050485055.1,0.9166666666666666,0.08333333333333337,0.0140810713,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506675.1,0.75,0.25,0.0140810713,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_053117585.1,0.8571428571428572,0.1428571428571428,0.0140810713,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050506865.1,0.8333333333333334,0.16666666666666663,0.0140810713,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050506665.1,0.75,0.25,0.0140810713,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050505635.1,0.875,0.125,0.014173674100000002,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050505645.1,0.875,0.125,0.014173668700000001,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050486715.1,0.6666666666666667,0.33333333333333326,0.014170154600000002,FALSE,ST comparison unavailable,Same source,Same study
GCA_050476085.1,GCA_050491675.1,0.8888888888888888,0.11111111111111116,0.0152517113,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCA_050491685.1,0.8888888888888888,0.11111111111111116,0.0152517113,TRUE,Different ST,Same source,Same study
GCA_050476085.1,GCF_053117675.1,0.9230769230769231,0.07692307692307687,0.0151581834,TRUE,Different ST,Different source,Different study
GCA_050476085.1,GCA_050472755.1,0.8571428571428572,0.1428571428571428,0.01721818,TRUE,Different ST,Same source,Same study
